# freq (s^-1)	PSD (strain^2 s)
3.771750e+03	1.722397e-22
3.772000e+03	1.722511e-22
3.772250e+03	1.722626e-22
3.772500e+03	1.722740e-22
3.772750e+03	1.722854e-22
3.773000e+03	1.722968e-22
3.773250e+03	1.723082e-22
3.773500e+03	1.723196e-22
3.773750e+03	1.723310e-22
3.774000e+03	1.723425e-22
3.774250e+03	1.723539e-22
3.774500e+03	1.723653e-22
3.774750e+03	1.723767e-22
3.775000e+03	1.723881e-22
3.775250e+03	1.723995e-22
3.775500e+03	1.724110e-22
3.775750e+03	1.724224e-22
3.776000e+03	1.724338e-22
3.776250e+03	1.724452e-22
3.776500e+03	1.724566e-22
3.776750e+03	1.724680e-22
3.777000e+03	1.724794e-22
3.777250e+03	1.724909e-22
3.777500e+03	1.725023e-22
3.777750e+03	1.725137e-22
3.778000e+03	1.725251e-22
3.778250e+03	1.725365e-22
3.778500e+03	1.725479e-22
3.778750e+03	1.725593e-22
3.779000e+03	1.725708e-22
3.779250e+03	1.725822e-22
3.779500e+03	1.725936e-22
3.779750e+03	1.726050e-22
3.780000e+03	1.726164e-22
3.780250e+03	1.726278e-22
3.780500e+03	1.726393e-22
3.780750e+03	1.726507e-22
3.781000e+03	1.726621e-22
3.781250e+03	1.726735e-22
3.781500e+03	1.726849e-22
3.781750e+03	1.726963e-22
3.782000e+03	1.727077e-22
3.782250e+03	1.727192e-22
3.782500e+03	1.727306e-22
3.782750e+03	1.727420e-22
3.783000e+03	1.727534e-22
3.783250e+03	1.727648e-22
3.783500e+03	1.727762e-22
3.783750e+03	1.727876e-22
3.784000e+03	1.727991e-22
3.784250e+03	1.728105e-22
3.784500e+03	1.728219e-22
3.784750e+03	1.728333e-22
3.785000e+03	1.728447e-22
3.785250e+03	1.728561e-22
3.785500e+03	1.728676e-22
3.785750e+03	1.728790e-22
3.786000e+03	1.728904e-22
3.786250e+03	1.729018e-22
3.786500e+03	1.729132e-22
3.786750e+03	1.729246e-22
3.787000e+03	1.729360e-22
3.787250e+03	1.729475e-22
3.787500e+03	1.729589e-22
3.787750e+03	1.729703e-22
3.788000e+03	1.729817e-22
3.788250e+03	1.729931e-22
3.788500e+03	1.730045e-22
3.788750e+03	1.730159e-22
3.789000e+03	1.730274e-22
3.789250e+03	1.730388e-22
3.789500e+03	1.730502e-22
3.789750e+03	1.730616e-22
3.790000e+03	1.730730e-22
3.790250e+03	1.730844e-22
3.790500e+03	1.730958e-22
3.790750e+03	1.731073e-22
3.791000e+03	1.731187e-22
3.791250e+03	1.731301e-22
3.791500e+03	1.731415e-22
3.791750e+03	1.731529e-22
3.792000e+03	1.731643e-22
3.792250e+03	1.731758e-22
3.792500e+03	1.731872e-22
3.792750e+03	1.731986e-22
3.793000e+03	1.732100e-22
3.793250e+03	1.732214e-22
3.793500e+03	1.732328e-22
3.793750e+03	1.732442e-22
3.794000e+03	1.732557e-22
3.794250e+03	1.732671e-22
3.794500e+03	1.732785e-22
3.794750e+03	1.732899e-22
3.795000e+03	1.733013e-22
3.795250e+03	1.733127e-22
3.795500e+03	1.733241e-22
3.795750e+03	1.733356e-22
3.796000e+03	1.733470e-22
3.796250e+03	1.733584e-22
3.796500e+03	1.733698e-22
3.796750e+03	1.733812e-22
3.797000e+03	1.733926e-22
3.797250e+03	1.734041e-22
3.797500e+03	1.734155e-22
3.797750e+03	1.734269e-22
3.798000e+03	1.734383e-22
3.798250e+03	1.734497e-22
3.798500e+03	1.734611e-22
3.798750e+03	1.734725e-22
3.799000e+03	1.734840e-22
3.799250e+03	1.734954e-22
3.799500e+03	1.735068e-22
3.799750e+03	1.735182e-22
3.800000e+03	1.735296e-22
3.800250e+03	1.735410e-22
3.800500e+03	1.735524e-22
3.800750e+03	1.735639e-22
3.801000e+03	1.735753e-22
3.801250e+03	1.735867e-22
3.801500e+03	1.735981e-22
3.801750e+03	1.736095e-22
3.802000e+03	1.736209e-22
3.802250e+03	1.736324e-22
3.802500e+03	1.736438e-22
3.802750e+03	1.736552e-22
3.803000e+03	1.736666e-22
3.803250e+03	1.736780e-22
3.803500e+03	1.736894e-22
3.803750e+03	1.737008e-22
3.804000e+03	1.737123e-22
3.804250e+03	1.737237e-22
3.804500e+03	1.737351e-22
3.804750e+03	1.737465e-22
3.805000e+03	1.737579e-22
3.805250e+03	1.737693e-22
3.805500e+03	1.737807e-22
3.805750e+03	1.737922e-22
3.806000e+03	1.738036e-22
3.806250e+03	1.738150e-22
3.806500e+03	1.738264e-22
3.806750e+03	1.738378e-22
3.807000e+03	1.738492e-22
3.807250e+03	1.738606e-22
3.807500e+03	1.738721e-22
3.807750e+03	1.738835e-22
3.808000e+03	1.738949e-22
3.808250e+03	1.739063e-22
3.808500e+03	1.739177e-22
3.808750e+03	1.739291e-22
3.809000e+03	1.739406e-22
3.809250e+03	1.739520e-22
3.809500e+03	1.739634e-22
3.809750e+03	1.739748e-22
3.810000e+03	1.739862e-22
3.810250e+03	1.739976e-22
3.810500e+03	1.740090e-22
3.810750e+03	1.740205e-22
3.811000e+03	1.740319e-22
3.811250e+03	1.740433e-22
3.811500e+03	1.740547e-22
3.811750e+03	1.740661e-22
3.812000e+03	1.740775e-22
3.812250e+03	1.740889e-22
3.812500e+03	1.741004e-22
3.812750e+03	1.741118e-22
3.813000e+03	1.741232e-22
3.813250e+03	1.741346e-22
3.813500e+03	1.741460e-22
3.813750e+03	1.741574e-22
3.814000e+03	1.741689e-22
3.814250e+03	1.741803e-22
3.814500e+03	1.741917e-22
3.814750e+03	1.742031e-22
3.815000e+03	1.742145e-22
3.815250e+03	1.742259e-22
3.815500e+03	1.742373e-22
3.815750e+03	1.742488e-22
3.816000e+03	1.742602e-22
3.816250e+03	1.742716e-22
3.816500e+03	1.742830e-22
3.816750e+03	1.742944e-22
3.817000e+03	1.743058e-22
3.817250e+03	1.743172e-22
3.817500e+03	1.743287e-22
3.817750e+03	1.743401e-22
3.818000e+03	1.743515e-22
3.818250e+03	1.743629e-22
3.818500e+03	1.743743e-22
3.818750e+03	1.743857e-22
3.819000e+03	1.743972e-22
3.819250e+03	1.744086e-22
3.819500e+03	1.744200e-22
3.819750e+03	1.744314e-22
3.820000e+03	1.744428e-22
3.820250e+03	1.744542e-22
3.820500e+03	1.744656e-22
3.820750e+03	1.744771e-22
3.821000e+03	1.744885e-22
3.821250e+03	1.744999e-22
3.821500e+03	1.745113e-22
3.821750e+03	1.745227e-22
3.822000e+03	1.745341e-22
3.822250e+03	1.745455e-22
3.822500e+03	1.745570e-22
3.822750e+03	1.745684e-22
3.823000e+03	1.745798e-22
3.823250e+03	1.745912e-22
3.823500e+03	1.746026e-22
3.823750e+03	1.746140e-22
3.824000e+03	1.746255e-22
3.824250e+03	1.746369e-22
3.824500e+03	1.746483e-22
3.824750e+03	1.746597e-22
3.825000e+03	1.746711e-22
3.825250e+03	1.746825e-22
3.825500e+03	1.746939e-22
3.825750e+03	1.747054e-22
3.826000e+03	1.747168e-22
3.826250e+03	1.747282e-22
3.826500e+03	1.747396e-22
3.826750e+03	1.747510e-22
3.827000e+03	1.747624e-22
3.827250e+03	1.747738e-22
3.827500e+03	1.747853e-22
3.827750e+03	1.747967e-22
3.828000e+03	1.748081e-22
3.828250e+03	1.748195e-22
3.828500e+03	1.748309e-22
3.828750e+03	1.748423e-22
3.829000e+03	1.748537e-22
3.829250e+03	1.748652e-22
3.829500e+03	1.748766e-22
3.829750e+03	1.748880e-22
3.830000e+03	1.748994e-22
3.830250e+03	1.749108e-22
3.830500e+03	1.749222e-22
3.830750e+03	1.749337e-22
3.831000e+03	1.749451e-22
3.831250e+03	1.749565e-22
3.831500e+03	1.749679e-22
3.831750e+03	1.749793e-22
3.832000e+03	1.749907e-22
3.832250e+03	1.750021e-22
3.832500e+03	1.750136e-22
3.832750e+03	1.750250e-22
3.833000e+03	1.750364e-22
3.833250e+03	1.750478e-22
3.833500e+03	1.750592e-22
3.833750e+03	1.750706e-22
3.834000e+03	1.750820e-22
3.834250e+03	1.750935e-22
3.834500e+03	1.751049e-22
3.834750e+03	1.751163e-22
3.835000e+03	1.751277e-22
3.835250e+03	1.751391e-22
3.835500e+03	1.751505e-22
3.835750e+03	1.751620e-22
3.836000e+03	1.751734e-22
3.836250e+03	1.751848e-22
3.836500e+03	1.751962e-22
3.836750e+03	1.752076e-22
3.837000e+03	1.752190e-22
3.837250e+03	1.752304e-22
3.837500e+03	1.752419e-22
3.837750e+03	1.752533e-22
3.838000e+03	1.752647e-22
3.838250e+03	1.752761e-22
3.838500e+03	1.752875e-22
3.838750e+03	1.752989e-22
3.839000e+03	1.753103e-22
3.839250e+03	1.753218e-22
3.839500e+03	1.753332e-22
3.839750e+03	1.753446e-22
3.840000e+03	1.753560e-22
3.840250e+03	1.753674e-22
3.840500e+03	1.753788e-22
3.840750e+03	1.753903e-22
3.841000e+03	1.754017e-22
3.841250e+03	1.754131e-22
3.841500e+03	1.754245e-22
3.841750e+03	1.754359e-22
3.842000e+03	1.754473e-22
3.842250e+03	1.754587e-22
3.842500e+03	1.754702e-22
3.842750e+03	1.754816e-22
3.843000e+03	1.754930e-22
3.843250e+03	1.755044e-22
3.843500e+03	1.755158e-22
3.843750e+03	1.755272e-22
3.844000e+03	1.755386e-22
3.844250e+03	1.755501e-22
3.844500e+03	1.755615e-22
3.844750e+03	1.755729e-22
3.845000e+03	1.755843e-22
3.845250e+03	1.755957e-22
3.845500e+03	1.756071e-22
3.845750e+03	1.756186e-22
3.846000e+03	1.756300e-22
3.846250e+03	1.756414e-22
3.846500e+03	1.756528e-22
3.846750e+03	1.756642e-22
3.847000e+03	1.756756e-22
3.847250e+03	1.756870e-22
3.847500e+03	1.756985e-22
3.847750e+03	1.757099e-22
3.848000e+03	1.757213e-22
3.848250e+03	1.757327e-22
3.848500e+03	1.757441e-22
3.848750e+03	1.757555e-22
3.849000e+03	1.757669e-22
3.849250e+03	1.757784e-22
3.849500e+03	1.757898e-22
3.849750e+03	1.758012e-22
3.850000e+03	1.758126e-22
3.850250e+03	1.758240e-22
3.850500e+03	1.758354e-22
3.850750e+03	1.758469e-22
3.851000e+03	1.758583e-22
3.851250e+03	1.758697e-22
3.851500e+03	1.758811e-22
3.851750e+03	1.758925e-22
3.852000e+03	1.759039e-22
3.852250e+03	1.759153e-22
3.852500e+03	1.759268e-22
3.852750e+03	1.759382e-22
3.853000e+03	1.759496e-22
3.853250e+03	1.759610e-22
3.853500e+03	1.759724e-22
3.853750e+03	1.759838e-22
3.854000e+03	1.759952e-22
3.854250e+03	1.760067e-22
3.854500e+03	1.760181e-22
3.854750e+03	1.760295e-22
3.855000e+03	1.760409e-22
3.855250e+03	1.760523e-22
3.855500e+03	1.760637e-22
3.855750e+03	1.760751e-22
3.856000e+03	1.760866e-22
3.856250e+03	1.760980e-22
3.856500e+03	1.761094e-22
3.856750e+03	1.761208e-22
3.857000e+03	1.761322e-22
3.857250e+03	1.761436e-22
3.857500e+03	1.761551e-22
3.857750e+03	1.761665e-22
3.858000e+03	1.761779e-22
3.858250e+03	1.761893e-22
3.858500e+03	1.762007e-22
3.858750e+03	1.762121e-22
3.859000e+03	1.762235e-22
3.859250e+03	1.762350e-22
3.859500e+03	1.762464e-22
3.859750e+03	1.762578e-22
3.860000e+03	1.762692e-22
3.860250e+03	1.762806e-22
3.860500e+03	1.762920e-22
3.860750e+03	1.763034e-22
3.861000e+03	1.763149e-22
3.861250e+03	1.763263e-22
3.861500e+03	1.763377e-22
3.861750e+03	1.763491e-22
3.862000e+03	1.763605e-22
3.862250e+03	1.763719e-22
3.862500e+03	1.763834e-22
3.862750e+03	1.763948e-22
3.863000e+03	1.764062e-22
3.863250e+03	1.764176e-22
3.863500e+03	1.764290e-22
3.863750e+03	1.764404e-22
3.864000e+03	1.764518e-22
3.864250e+03	1.764633e-22
3.864500e+03	1.764747e-22
3.864750e+03	1.764861e-22
3.865000e+03	1.764975e-22
3.865250e+03	1.765089e-22
3.865500e+03	1.765203e-22
3.865750e+03	1.765317e-22
3.866000e+03	1.765432e-22
3.866250e+03	1.765546e-22
3.866500e+03	1.765660e-22
3.866750e+03	1.765774e-22
3.867000e+03	1.765888e-22
3.867250e+03	1.766002e-22
3.867500e+03	1.766117e-22
3.867750e+03	1.766231e-22
3.868000e+03	1.766345e-22
3.868250e+03	1.766459e-22
3.868500e+03	1.766573e-22
3.868750e+03	1.766687e-22
3.869000e+03	1.766801e-22
3.869250e+03	1.766916e-22
3.869500e+03	1.767030e-22
3.869750e+03	1.767144e-22
3.870000e+03	1.767258e-22
3.870250e+03	1.767372e-22
3.870500e+03	1.767486e-22
3.870750e+03	1.767600e-22
3.871000e+03	1.767715e-22
3.871250e+03	1.767829e-22
3.871500e+03	1.767943e-22
3.871750e+03	1.768057e-22
3.872000e+03	1.768171e-22
3.872250e+03	1.768285e-22
3.872500e+03	1.768400e-22
3.872750e+03	1.768514e-22
3.873000e+03	1.768628e-22
3.873250e+03	1.768742e-22
3.873500e+03	1.768856e-22
3.873750e+03	1.768970e-22
3.874000e+03	1.769084e-22
3.874250e+03	1.769199e-22
3.874500e+03	1.769313e-22
3.874750e+03	1.769427e-22
3.875000e+03	1.769541e-22
3.875250e+03	1.769655e-22
3.875500e+03	1.769769e-22
3.875750e+03	1.769883e-22
3.876000e+03	1.769998e-22
3.876250e+03	1.770112e-22
3.876500e+03	1.770226e-22
3.876750e+03	1.770340e-22
3.877000e+03	1.770454e-22
3.877250e+03	1.770568e-22
3.877500e+03	1.770683e-22
3.877750e+03	1.770797e-22
3.878000e+03	1.770911e-22
3.878250e+03	1.771025e-22
3.878500e+03	1.771139e-22
3.878750e+03	1.771253e-22
3.879000e+03	1.771367e-22
3.879250e+03	1.771482e-22
3.879500e+03	1.771596e-22
3.879750e+03	1.771710e-22
3.880000e+03	1.771824e-22
3.880250e+03	1.771938e-22
3.880500e+03	1.772052e-22
3.880750e+03	1.772166e-22
3.881000e+03	1.772281e-22
3.881250e+03	1.772395e-22
3.881500e+03	1.772509e-22
3.881750e+03	1.772623e-22
3.882000e+03	1.772737e-22
3.882250e+03	1.772851e-22
3.882500e+03	1.772966e-22
3.882750e+03	1.773080e-22
3.883000e+03	1.773194e-22
3.883250e+03	1.773308e-22
3.883500e+03	1.773422e-22
3.883750e+03	1.773536e-22
3.884000e+03	1.773650e-22
3.884250e+03	1.773765e-22
3.884500e+03	1.773879e-22
3.884750e+03	1.773993e-22
3.885000e+03	1.774107e-22
3.885250e+03	1.774221e-22
3.885500e+03	1.774335e-22
3.885750e+03	1.774449e-22
3.886000e+03	1.774564e-22
3.886250e+03	1.774678e-22
3.886500e+03	1.774792e-22
3.886750e+03	1.774906e-22
3.887000e+03	1.775020e-22
3.887250e+03	1.775134e-22
3.887500e+03	1.775249e-22
3.887750e+03	1.775363e-22
3.888000e+03	1.775477e-22
3.888250e+03	1.775591e-22
3.888500e+03	1.775705e-22
3.888750e+03	1.775819e-22
3.889000e+03	1.775933e-22
3.889250e+03	1.776048e-22
3.889500e+03	1.776162e-22
3.889750e+03	1.776276e-22
3.890000e+03	1.776390e-22
3.890250e+03	1.776504e-22
3.890500e+03	1.776618e-22
3.890750e+03	1.776732e-22
3.891000e+03	1.776847e-22
3.891250e+03	1.776961e-22
3.891500e+03	1.777075e-22
3.891750e+03	1.777189e-22
3.892000e+03	1.777303e-22
3.892250e+03	1.777417e-22
3.892500e+03	1.777532e-22
3.892750e+03	1.777646e-22
3.893000e+03	1.777760e-22
3.893250e+03	1.777874e-22
3.893500e+03	1.777988e-22
3.893750e+03	1.778102e-22
3.894000e+03	1.778216e-22
3.894250e+03	1.778331e-22
3.894500e+03	1.778445e-22
3.894750e+03	1.778559e-22
3.895000e+03	1.778673e-22
3.895250e+03	1.778787e-22
3.895500e+03	1.778901e-22
3.895750e+03	1.779015e-22
3.896000e+03	1.779130e-22
3.896250e+03	1.779244e-22
3.896500e+03	1.779358e-22
3.896750e+03	1.779472e-22
3.897000e+03	1.779586e-22
3.897250e+03	1.779700e-22
3.897500e+03	1.779814e-22
3.897750e+03	1.779929e-22
3.898000e+03	1.780043e-22
3.898250e+03	1.780157e-22
3.898500e+03	1.780271e-22
3.898750e+03	1.780385e-22
3.899000e+03	1.780499e-22
3.899250e+03	1.780614e-22
3.899500e+03	1.780728e-22
3.899750e+03	1.780842e-22
3.900000e+03	1.780956e-22
3.900250e+03	1.781070e-22
3.900500e+03	1.781184e-22
3.900750e+03	1.781298e-22
3.901000e+03	1.781413e-22
3.901250e+03	1.781527e-22
3.901500e+03	1.781641e-22
3.901750e+03	1.781755e-22
3.902000e+03	1.781869e-22
3.902250e+03	1.781983e-22
3.902500e+03	1.782097e-22
3.902750e+03	1.782212e-22
3.903000e+03	1.782326e-22
3.903250e+03	1.782440e-22
3.903500e+03	1.782554e-22
3.903750e+03	1.782668e-22
3.904000e+03	1.782782e-22
3.904250e+03	1.782897e-22
3.904500e+03	1.783011e-22
3.904750e+03	1.783125e-22
3.905000e+03	1.783239e-22
3.905250e+03	1.783353e-22
3.905500e+03	1.783467e-22
3.905750e+03	1.783581e-22
3.906000e+03	1.783696e-22
3.906250e+03	1.783810e-22
3.906500e+03	1.783924e-22
3.906750e+03	1.784038e-22
3.907000e+03	1.784152e-22
3.907250e+03	1.784266e-22
3.907500e+03	1.784380e-22
3.907750e+03	1.784495e-22
3.908000e+03	1.784609e-22
3.908250e+03	1.784723e-22
3.908500e+03	1.784837e-22
3.908750e+03	1.784951e-22
3.909000e+03	1.785065e-22
3.909250e+03	1.785180e-22
3.909500e+03	1.785294e-22
3.909750e+03	1.785408e-22
3.910000e+03	1.785522e-22
3.910250e+03	1.785636e-22
3.910500e+03	1.785750e-22
3.910750e+03	1.785864e-22
3.911000e+03	1.785979e-22
3.911250e+03	1.786093e-22
3.911500e+03	1.786207e-22
3.911750e+03	1.786321e-22
3.912000e+03	1.786435e-22
3.912250e+03	1.786549e-22
3.912500e+03	1.786663e-22
3.912750e+03	1.786778e-22
3.913000e+03	1.786892e-22
3.913250e+03	1.787006e-22
3.913500e+03	1.787120e-22
3.913750e+03	1.787234e-22
3.914000e+03	1.787348e-22
3.914250e+03	1.787463e-22
3.914500e+03	1.787577e-22
3.914750e+03	1.787691e-22
3.915000e+03	1.787805e-22
3.915250e+03	1.787919e-22
3.915500e+03	1.788033e-22
3.915750e+03	1.788147e-22
3.916000e+03	1.788262e-22
3.916250e+03	1.788376e-22
3.916500e+03	1.788490e-22
3.916750e+03	1.788604e-22
3.917000e+03	1.788718e-22
3.917250e+03	1.788832e-22
3.917500e+03	1.788946e-22
3.917750e+03	1.789061e-22
3.918000e+03	1.789175e-22
3.918250e+03	1.789289e-22
3.918500e+03	1.789403e-22
3.918750e+03	1.789517e-22
3.919000e+03	1.789631e-22
3.919250e+03	1.789746e-22
3.919500e+03	1.789860e-22
3.919750e+03	1.789974e-22
3.920000e+03	1.790088e-22
3.920250e+03	1.790202e-22
3.920500e+03	1.790316e-22
3.920750e+03	1.790430e-22
3.921000e+03	1.790545e-22
3.921250e+03	1.790659e-22
3.921500e+03	1.790773e-22
3.921750e+03	1.790887e-22
3.922000e+03	1.791001e-22
3.922250e+03	1.791115e-22
3.922500e+03	1.791229e-22
3.922750e+03	1.791344e-22
3.923000e+03	1.791458e-22
3.923250e+03	1.791572e-22
3.923500e+03	1.791686e-22
3.923750e+03	1.791800e-22
3.924000e+03	1.791914e-22
3.924250e+03	1.792029e-22
3.924500e+03	1.792143e-22
3.924750e+03	1.792257e-22
3.925000e+03	1.792371e-22
3.925250e+03	1.792485e-22
3.925500e+03	1.792599e-22
3.925750e+03	1.792713e-22
3.926000e+03	1.792828e-22
3.926250e+03	1.792942e-22
3.926500e+03	1.793056e-22
3.926750e+03	1.793170e-22
3.927000e+03	1.793284e-22
3.927250e+03	1.793398e-22
3.927500e+03	1.793512e-22
3.927750e+03	1.793627e-22
3.928000e+03	1.793741e-22
3.928250e+03	1.793855e-22
3.928500e+03	1.793969e-22
3.928750e+03	1.794083e-22
3.929000e+03	1.794197e-22
3.929250e+03	1.794312e-22
3.929500e+03	1.794426e-22
3.929750e+03	1.794540e-22
3.930000e+03	1.794654e-22
3.930250e+03	1.794768e-22
3.930500e+03	1.794882e-22
3.930750e+03	1.794996e-22
3.931000e+03	1.795111e-22
3.931250e+03	1.795225e-22
3.931500e+03	1.795339e-22
3.931750e+03	1.795453e-22
3.932000e+03	1.795567e-22
3.932250e+03	1.795681e-22
3.932500e+03	1.795795e-22
3.932750e+03	1.795910e-22
3.933000e+03	1.796024e-22
3.933250e+03	1.796138e-22
3.933500e+03	1.796252e-22
3.933750e+03	1.796366e-22
3.934000e+03	1.796480e-22
3.934250e+03	1.796595e-22
3.934500e+03	1.796709e-22
3.934750e+03	1.796823e-22
3.935000e+03	1.796937e-22
3.935250e+03	1.797051e-22
3.935500e+03	1.797165e-22
3.935750e+03	1.797279e-22
3.936000e+03	1.797394e-22
3.936250e+03	1.797508e-22
3.936500e+03	1.797622e-22
3.936750e+03	1.797736e-22
3.937000e+03	1.797850e-22
3.937250e+03	1.797964e-22
3.937500e+03	1.798078e-22
3.937750e+03	1.798193e-22
3.938000e+03	1.798307e-22
3.938250e+03	1.798421e-22
3.938500e+03	1.798535e-22
3.938750e+03	1.798649e-22
3.939000e+03	1.798763e-22
3.939250e+03	1.798878e-22
3.939500e+03	1.798992e-22
3.939750e+03	1.799106e-22
3.940000e+03	1.799220e-22
3.940250e+03	1.799334e-22
3.940500e+03	1.799448e-22
3.940750e+03	1.799562e-22
3.941000e+03	1.799677e-22
3.941250e+03	1.799791e-22
3.941500e+03	1.799905e-22
3.941750e+03	1.800019e-22
3.942000e+03	1.800133e-22
3.942250e+03	1.800247e-22
3.942500e+03	1.800361e-22
3.942750e+03	1.800476e-22
3.943000e+03	1.800590e-22
3.943250e+03	1.800704e-22
3.943500e+03	1.800818e-22
3.943750e+03	1.800932e-22
3.944000e+03	1.801046e-22
3.944250e+03	1.801161e-22
3.944500e+03	1.801275e-22
3.944750e+03	1.801389e-22
3.945000e+03	1.801503e-22
3.945250e+03	1.801617e-22
3.945500e+03	1.801731e-22
3.945750e+03	1.801845e-22
3.946000e+03	1.801960e-22
3.946250e+03	1.802074e-22
3.946500e+03	1.802188e-22
3.946750e+03	1.802302e-22
3.947000e+03	1.802416e-22
3.947250e+03	1.802530e-22
3.947500e+03	1.802644e-22
3.947750e+03	1.802759e-22
3.948000e+03	1.802873e-22
3.948250e+03	1.802987e-22
3.948500e+03	1.803101e-22
3.948750e+03	1.803215e-22
3.949000e+03	1.803329e-22
3.949250e+03	1.803444e-22
3.949500e+03	1.803558e-22
3.949750e+03	1.803672e-22
3.950000e+03	1.803786e-22
3.950250e+03	1.803900e-22
3.950500e+03	1.804014e-22
3.950750e+03	1.804128e-22
3.951000e+03	1.804243e-22
3.951250e+03	1.804357e-22
3.951500e+03	1.804471e-22
3.951750e+03	1.804585e-22
3.952000e+03	1.804699e-22
3.952250e+03	1.804813e-22
3.952500e+03	1.804927e-22
3.952750e+03	1.805042e-22
3.953000e+03	1.805156e-22
3.953250e+03	1.805270e-22
3.953500e+03	1.805384e-22
3.953750e+03	1.805498e-22
3.954000e+03	1.805612e-22
3.954250e+03	1.805727e-22
3.954500e+03	1.805841e-22
3.954750e+03	1.805955e-22
3.955000e+03	1.806069e-22
3.955250e+03	1.806183e-22
3.955500e+03	1.806297e-22
3.955750e+03	1.806411e-22
3.956000e+03	1.806526e-22
3.956250e+03	1.806640e-22
3.956500e+03	1.806754e-22
3.956750e+03	1.806868e-22
3.957000e+03	1.806982e-22
3.957250e+03	1.807096e-22
3.957500e+03	1.807210e-22
3.957750e+03	1.807325e-22
3.958000e+03	1.807439e-22
3.958250e+03	1.807553e-22
3.958500e+03	1.807667e-22
3.958750e+03	1.807781e-22
3.959000e+03	1.807895e-22
3.959250e+03	1.808010e-22
3.959500e+03	1.808124e-22
3.959750e+03	1.808238e-22
3.960000e+03	1.808352e-22
3.960250e+03	1.808466e-22
3.960500e+03	1.808580e-22
3.960750e+03	1.808694e-22
3.961000e+03	1.808809e-22
3.961250e+03	1.808923e-22
3.961500e+03	1.809037e-22
3.961750e+03	1.809151e-22
3.962000e+03	1.809265e-22
3.962250e+03	1.809379e-22
3.962500e+03	1.809493e-22
3.962750e+03	1.809608e-22
3.963000e+03	1.809722e-22
3.963250e+03	1.809836e-22
3.963500e+03	1.809950e-22
3.963750e+03	1.810064e-22
3.964000e+03	1.810178e-22
3.964250e+03	1.810293e-22
3.964500e+03	1.810407e-22
3.964750e+03	1.810521e-22
3.965000e+03	1.810635e-22
3.965250e+03	1.810749e-22
3.965500e+03	1.810863e-22
3.965750e+03	1.810977e-22
3.966000e+03	1.811092e-22
3.966250e+03	1.811206e-22
3.966500e+03	1.811320e-22
3.966750e+03	1.811434e-22
3.967000e+03	1.811548e-22
3.967250e+03	1.811662e-22
3.967500e+03	1.811776e-22
3.967750e+03	1.811891e-22
3.968000e+03	1.812005e-22
3.968250e+03	1.812119e-22
3.968500e+03	1.812233e-22
3.968750e+03	1.812347e-22
3.969000e+03	1.812461e-22
3.969250e+03	1.812576e-22
3.969500e+03	1.812690e-22
3.969750e+03	1.812804e-22
3.970000e+03	1.812918e-22
3.970250e+03	1.813032e-22
3.970500e+03	1.813146e-22
3.970750e+03	1.813260e-22
3.971000e+03	1.813375e-22
3.971250e+03	1.813489e-22
3.971500e+03	1.813603e-22
3.971750e+03	1.813717e-22
3.972000e+03	1.813831e-22
3.972250e+03	1.813945e-22
3.972500e+03	1.814059e-22
3.972750e+03	1.814174e-22
3.973000e+03	1.814288e-22
3.973250e+03	1.814402e-22
3.973500e+03	1.814516e-22
3.973750e+03	1.814630e-22
3.974000e+03	1.814744e-22
3.974250e+03	1.814859e-22
3.974500e+03	1.814973e-22
3.974750e+03	1.815087e-22
3.975000e+03	1.815201e-22
3.975250e+03	1.815315e-22
3.975500e+03	1.815429e-22
3.975750e+03	1.815543e-22
3.976000e+03	1.815658e-22
3.976250e+03	1.815772e-22
3.976500e+03	1.815886e-22
3.976750e+03	1.816000e-22
3.977000e+03	1.816114e-22
3.977250e+03	1.816228e-22
3.977500e+03	1.816342e-22
3.977750e+03	1.816457e-22
3.978000e+03	1.816571e-22
3.978250e+03	1.816685e-22
3.978500e+03	1.816799e-22
3.978750e+03	1.816913e-22
3.979000e+03	1.817027e-22
3.979250e+03	1.817142e-22
3.979500e+03	1.817256e-22
3.979750e+03	1.817370e-22
3.980000e+03	1.817484e-22
3.980250e+03	1.817598e-22
3.980500e+03	1.817712e-22
3.980750e+03	1.817826e-22
3.981000e+03	1.817941e-22
3.981250e+03	1.818055e-22
3.981500e+03	1.818169e-22
3.981750e+03	1.818283e-22
3.982000e+03	1.818397e-22
3.982250e+03	1.818511e-22
3.982500e+03	1.818625e-22
3.982750e+03	1.818740e-22
3.983000e+03	1.818854e-22
3.983250e+03	1.818968e-22
3.983500e+03	1.819082e-22
3.983750e+03	1.819196e-22
3.984000e+03	1.819310e-22
3.984250e+03	1.819425e-22
3.984500e+03	1.819539e-22
3.984750e+03	1.819653e-22
3.985000e+03	1.819767e-22
3.985250e+03	1.819881e-22
3.985500e+03	1.819995e-22
3.985750e+03	1.820109e-22
3.986000e+03	1.820224e-22
3.986250e+03	1.820338e-22
3.986500e+03	1.820452e-22
3.986750e+03	1.820566e-22
3.987000e+03	1.820680e-22
3.987250e+03	1.820794e-22
3.987500e+03	1.820908e-22
3.987750e+03	1.821023e-22
3.988000e+03	1.821137e-22
3.988250e+03	1.821251e-22
3.988500e+03	1.821365e-22
3.988750e+03	1.821479e-22
3.989000e+03	1.821593e-22
3.989250e+03	1.821708e-22
3.989500e+03	1.821822e-22
3.989750e+03	1.821936e-22
