% Freq (Hz)	Omega_0(f)	2*sigma(f)
5.800000e+01	-6.500374e-07	9.136685e-06
5.803125e+01	-8.485876e-07	9.273870e-06
5.806250e+01	5.485351e-06	9.568285e-06
5.809375e+01	4.734816e-08	9.698024e-06
5.812500e+01	-3.315856e-06	9.618306e-06
5.815625e+01	2.069917e-06	9.684474e-06
5.818750e+01	2.062902e-07	9.890479e-06
5.821875e+01	3.138607e-06	1.031807e-05
5.825000e+01	3.729266e-06	1.075206e-05
5.828125e+01	-7.860408e-06	1.088120e-05
5.831250e+01	4.542794e-06	1.081577e-05
5.834375e+01	2.785417e-09	1.078956e-05
5.837500e+01	-1.734052e-06	1.090179e-05
5.840625e+01	-5.963685e-07	1.127542e-05
5.843750e+01	1.253102e-05	1.171757e-05
5.846875e+01	-9.481146e-06	1.238299e-05
5.853125e+01	-2.433091e-06	1.230737e-05
5.856250e+01	4.165248e-06	1.175792e-05
5.859375e+01	-1.165015e-06	1.159650e-05
5.862500e+01	-6.924722e-07	1.159860e-05
5.865625e+01	6.802624e-06	1.181310e-05
5.868750e+01	4.656566e-07	1.223366e-05
5.871875e+01	4.157991e-06	1.327122e-05
5.875000e+01	-7.907336e-08	1.458500e-05
5.878125e+01	-1.029030e-07	1.522437e-05
5.881250e+01	1.545628e-05	1.494675e-05
5.884375e+01	-4.058207e-06	1.398071e-05
5.887500e+01	1.606634e-05	1.321930e-05
5.890625e+01	1.034378e-05	1.339197e-05
5.893750e+01	5.029551e-06	1.469737e-05
5.896875e+01	-4.268858e-06	1.538914e-05
5.900000e+01	-7.177076e-06	1.469963e-05
5.903125e+01	4.954345e-06	1.371115e-05
5.906250e+01	-2.421675e-06	1.286874e-05
5.909375e+01	5.133233e-06	1.240156e-05
5.912500e+01	-1.637252e-06	1.235923e-05
5.915625e+01	-3.433883e-06	1.254511e-05
5.918750e+01	2.987826e-07	1.270515e-05
5.921875e+01	-4.792407e-06	1.281698e-05
5.925000e+01	-1.032698e-05	1.288491e-05
5.928125e+01	1.237987e-06	1.295450e-05
5.931250e+01	6.752463e-06	1.313624e-05
5.934375e+01	4.309949e-06	1.341346e-05
5.937500e+01	-6.885091e-06	1.371722e-05
5.940625e+01	4.893251e-06	1.420573e-05
5.943750e+01	2.741159e-06	1.511224e-05
5.946875e+01	1.443965e-05	1.633992e-05
5.953125e+01	-2.257531e-06	2.083157e-05
5.956250e+01	1.124138e-05	1.608875e-05
5.959375e+01	-1.895697e-05	1.737186e-05
5.962500e+01	-1.942308e-06	1.808222e-05
5.965625e+01	-6.775723e-06	1.799138e-05
5.968750e+01	-4.915686e-06	1.858202e-05
5.971875e+01	-7.297453e-06	1.996900e-05
5.975000e+01	-1.856197e-06	2.217741e-05
5.978125e+01	-1.077718e-05	2.490992e-05
5.981250e+01	4.485024e-06	2.936777e-05
5.984375e+01	7.920009e-06	3.488705e-05
5.987500e+01	1.196033e-05	3.811866e-05
6.012500e+01	5.487178e-06	4.720527e-05
6.015625e+01	7.856059e-06	4.444521e-05
6.018750e+01	-1.268175e-06	3.479297e-05
6.021875e+01	-1.337534e-05	2.771145e-05
6.025000e+01	3.088447e-06	2.461154e-05
6.028125e+01	3.619730e-06	2.265313e-05
6.031250e+01	-3.186033e-06	2.139839e-05
6.034375e+01	1.150406e-05	2.071417e-05
6.037500e+01	8.423493e-06	1.996272e-05
6.040625e+01	7.415712e-06	1.893332e-05
6.043750e+01	-3.479416e-08	1.836333e-05
6.046875e+01	3.656766e-06	1.841985e-05
6.053125e+01	1.474779e-05	1.913946e-05
6.056250e+01	8.901007e-06	1.919586e-05
6.059375e+01	-9.410548e-06	1.831595e-05
6.062500e+01	6.568724e-07	1.766407e-05
6.065625e+01	1.367795e-06	1.747881e-05
6.068750e+01	3.524397e-06	1.753766e-05
6.071875e+01	8.860401e-07	1.760545e-05
6.075000e+01	-8.743040e-06	1.774973e-05
6.078125e+01	-1.081063e-06	1.797130e-05
6.081250e+01	1.850897e-05	1.815793e-05
6.084375e+01	-1.436262e-05	1.821898e-05
6.087500e+01	3.114897e-06	1.832807e-05
6.090625e+01	3.889496e-06	1.858774e-05
6.093750e+01	-3.818555e-06	1.923750e-05
6.096875e+01	3.648205e-06	2.031085e-05
6.100000e+01	-5.172859e-06	2.178096e-05
6.103125e+01	5.740338e-07	2.323286e-05
6.106250e+01	5.952740e-07	2.281941e-05
6.109375e+01	-6.935172e-07	2.119339e-05
6.112500e+01	-1.622741e-06	2.105957e-05
6.115625e+01	-1.546193e-05	2.220039e-05
6.118750e+01	-6.002245e-07	2.380001e-05
6.121875e+01	1.469507e-05	2.462055e-05
6.125000e+01	8.290955e-06	2.386076e-05
6.128125e+01	7.796803e-06	2.254609e-05
6.131250e+01	5.770117e-06	2.174530e-05
6.134375e+01	9.822215e-06	2.151105e-05
6.137500e+01	8.313584e-06	2.144875e-05
6.140625e+01	-8.422176e-06	2.152190e-05
6.143750e+01	-1.908696e-05	2.178444e-05
6.146875e+01	-1.143841e-05	2.241261e-05
6.153125e+01	1.506339e-05	2.312440e-05
6.156250e+01	3.281956e-06	2.300043e-05
6.159375e+01	-1.186295e-06	2.311470e-05
6.162500e+01	9.354497e-07	2.320637e-05
6.165625e+01	-2.781569e-06	2.334301e-05
6.168750e+01	4.799670e-06	2.365478e-05
6.171875e+01	1.524412e-05	2.420515e-05
6.175000e+01	7.911615e-06	2.452363e-05
6.178125e+01	1.199390e-05	2.441113e-05
6.181250e+01	-1.302840e-05	2.432390e-05
6.184375e+01	1.255510e-05	2.437204e-05
6.187500e+01	1.765012e-05	2.457451e-05
6.190625e+01	1.870821e-05	2.497312e-05
6.193750e+01	2.420376e-06	2.526750e-05
6.196875e+01	1.037134e-05	2.551164e-05
6.200000e+01	-1.533833e-05	2.597557e-05
6.203125e+01	1.124672e-05	2.676277e-05
6.206250e+01	2.683739e-05	2.884978e-05
6.209375e+01	1.692192e-05	3.031984e-05
6.212500e+01	-3.961637e-06	2.945609e-05
6.215625e+01	-6.298929e-06	2.928359e-05
6.218750e+01	1.769696e-06	2.973456e-05
6.221875e+01	-3.549879e-06	2.997078e-05
6.225000e+01	-1.217874e-05	3.004469e-05
6.228125e+01	-1.077774e-05	3.084374e-05
6.231250e+01	5.509170e-06	3.191004e-05
6.234375e+01	1.077431e-06	3.227114e-05
6.237500e+01	-5.166571e-06	3.260065e-05
6.240625e+01	-2.015270e-05	3.325974e-05
6.243750e+01	4.666990e-06	3.382168e-05
6.246875e+01	-4.213541e-06	3.512868e-05
6.253125e+01	1.657690e-05	3.670731e-05
6.256250e+01	7.571259e-06	3.692706e-05
6.259375e+01	-2.045123e-05	3.789436e-05
6.262500e+01	1.057186e-05	3.871992e-05
6.265625e+01	2.273086e-05	3.958781e-05
6.268750e+01	-6.688779e-06	4.039249e-05
6.271875e+01	-2.538792e-05	4.124273e-05
6.275000e+01	-8.232953e-07	4.209742e-05
6.278125e+01	3.314800e-06	4.321536e-05
6.281250e+01	-2.185303e-05	4.495001e-05
6.284375e+01	-3.161798e-05	4.543473e-05
6.287500e+01	1.288165e-05	4.591163e-05
6.290625e+01	-1.304767e-05	4.690298e-05
6.293750e+01	-1.025685e-05	4.794386e-05
6.296875e+01	-3.950913e-06	4.925883e-05
6.300000e+01	-2.311464e-05	5.046734e-05
6.303125e+01	1.266759e-05	5.184526e-05
6.306250e+01	-7.487445e-08	5.366526e-05
6.309375e+01	1.014019e-07	5.713792e-05
6.312500e+01	-6.880335e-05	6.087464e-05
6.315625e+01	-2.290107e-05	6.120402e-05
6.318750e+01	-1.144168e-05	6.105631e-05
6.321875e+01	2.251063e-05	6.250337e-05
6.325000e+01	2.489679e-05	6.441890e-05
6.328125e+01	-2.760215e-05	6.651607e-05
6.331250e+01	-2.796281e-05	6.899680e-05
6.334375e+01	1.862124e-05	7.126868e-05
6.337500e+01	-3.499119e-05	7.397987e-05
6.340625e+01	-1.593022e-05	7.731534e-05
6.343750e+01	1.025957e-04	8.067661e-05
6.346875e+01	-1.613180e-05	8.549834e-05
6.353125e+01	1.913965e-05	9.243054e-05
6.356250e+01	3.610816e-05	9.530533e-05
6.359375e+01	1.604041e-05	9.954396e-05
6.362500e+01	-6.388513e-05	1.043110e-04
6.365625e+01	-4.983594e-05	1.092711e-04
6.368750e+01	-7.295269e-06	1.147639e-04
6.371875e+01	-1.489693e-05	1.211601e-04
6.375000e+01	7.878515e-05	1.280184e-04
6.378125e+01	-1.440103e-04	1.357321e-04
6.381250e+01	-1.678731e-04	1.445284e-04
6.384375e+01	7.802441e-05	1.545850e-04
6.387500e+01	-4.240912e-06	1.653420e-04
6.390625e+01	1.324111e-06	1.772668e-04
6.393750e+01	1.063155e-04	1.918373e-04
6.396875e+01	6.255968e-05	3.780433e-04
6.403125e+01	-1.058521e-04	4.565015e-04
6.406250e+01	-6.748829e-05	2.790893e-04
6.409375e+01	8.904334e-05	3.132272e-04
6.412500e+01	1.041162e-04	3.620414e-04
6.415625e+01	1.944477e-04	4.314006e-04
6.418750e+01	-3.191662e-04	5.150071e-04
6.421875e+01	-5.574106e-04	6.227604e-04
6.425000e+01	-2.745837e-04	8.102812e-04
6.428125e+01	-5.947369e-04	1.165628e-03
6.431250e+01	4.320382e-04	2.050016e-03
6.434375e+01	-1.166458e-03	8.521238e-03
6.437500e+01	1.491579e-03	4.007866e-03
6.440625e+01	-1.451029e-03	1.630247e-03
6.443750e+01	-5.632848e-04	1.023834e-03
6.446875e+01	-1.706595e-04	7.553338e-04
6.453125e+01	2.528802e-04	4.944898e-04
6.456250e+01	-2.752691e-04	4.158082e-04
6.459375e+01	-4.279961e-05	3.618789e-04
6.462500e+01	2.934614e-04	3.222388e-04
6.465625e+01	-7.853081e-05	2.894902e-04
6.468750e+01	7.002648e-05	2.639174e-04
6.471875e+01	1.472263e-04	2.419415e-04
6.475000e+01	3.104977e-04	2.234503e-04
6.478125e+01	-9.828999e-05	2.076560e-04
6.481250e+01	2.125805e-04	1.930398e-04
6.484375e+01	1.092881e-04	1.806789e-04
6.487500e+01	-1.083567e-04	1.706233e-04
6.490625e+01	3.584605e-05	1.614078e-04
6.493750e+01	-1.843318e-05	1.522959e-04
6.496875e+01	-1.862440e-05	1.444264e-04
6.500000e+01	3.683057e-05	1.381288e-04
6.503125e+01	-1.228645e-05	1.318163e-04
6.506250e+01	3.516017e-05	1.256636e-04
6.509375e+01	-5.459576e-05	1.205103e-04
6.512500e+01	-1.414570e-05	1.160458e-04
6.515625e+01	-7.067838e-05	1.118209e-04
6.518750e+01	1.274550e-05	1.092294e-04
6.521875e+01	2.711015e-05	1.059486e-04
6.525000e+01	-6.830759e-06	1.007776e-04
6.528125e+01	-5.860600e-05	9.724585e-05
6.531250e+01	-1.262289e-05	9.374488e-05
6.534375e+01	-3.888892e-05	9.014681e-05
6.537500e+01	4.364083e-06	8.736207e-05
6.540625e+01	3.072992e-05	8.529746e-05
6.543750e+01	-4.452110e-06	8.244809e-05
6.546875e+01	-3.374389e-05	8.081907e-05
6.553125e+01	3.613227e-06	7.653969e-05
6.556250e+01	-2.063071e-05	7.389596e-05
6.559375e+01	-4.881220e-06	7.186205e-05
6.562500e+01	-2.759474e-05	7.004321e-05
6.565625e+01	-3.542841e-05	6.842130e-05
6.568750e+01	-2.500051e-05	6.694478e-05
6.571875e+01	-1.280097e-05	6.541936e-05
6.575000e+01	-1.630892e-05	6.381084e-05
6.578125e+01	3.550026e-06	6.226418e-05
6.581250e+01	2.100739e-06	6.091788e-05
6.584375e+01	-2.411181e-05	5.967643e-05
6.587500e+01	2.024711e-05	5.857190e-05
6.590625e+01	-3.145841e-06	5.715020e-05
6.593750e+01	-3.118079e-05	5.586633e-05
6.596875e+01	-1.184614e-05	5.472227e-05
6.600000e+01	2.805723e-05	5.354846e-05
6.603125e+01	7.774457e-06	5.242349e-05
6.606250e+01	5.298744e-05	5.141097e-05
6.609375e+01	-1.122287e-05	5.041753e-05
6.612500e+01	-2.857843e-05	4.954940e-05
6.615625e+01	-5.245497e-06	4.873357e-05
6.618750e+01	6.147654e-06	4.806497e-05
6.621875e+01	5.096416e-06	4.747058e-05
6.625000e+01	-1.076903e-05	4.663147e-05
6.628125e+01	-1.086918e-05	4.542260e-05
6.631250e+01	2.545486e-05	4.437640e-05
6.634375e+01	3.230038e-05	4.379490e-05
6.637500e+01	7.639977e-06	4.340417e-05
6.640625e+01	-1.537911e-06	4.252156e-05
6.643750e+01	-9.557521e-08	4.178069e-05
6.646875e+01	8.695207e-06	4.166438e-05
6.653125e+01	2.430820e-05	4.028296e-05
6.656250e+01	1.096904e-05	3.908582e-05
6.659375e+01	-5.677406e-06	3.868596e-05
6.662500e+01	9.555937e-06	3.825240e-05
6.665625e+01	-2.189032e-05	3.868317e-05
6.668750e+01	1.177727e-05	3.781167e-05
6.671875e+01	-4.516833e-06	3.677416e-05
6.675000e+01	2.391742e-05	3.682400e-05
6.678125e+01	2.019706e-05	3.625102e-05
6.681250e+01	-2.547500e-05	3.556553e-05
6.684375e+01	2.599173e-06	3.510322e-05
6.687500e+01	1.476093e-05	3.472780e-05
6.690625e+01	-9.889816e-06	3.426256e-05
6.693750e+01	1.828418e-07	3.393677e-05
6.696875e+01	-2.384682e-05	3.352499e-05
6.700000e+01	-1.795133e-05	3.314803e-05
6.703125e+01	-1.653839e-05	3.279512e-05
6.706250e+01	-5.600478e-06	3.249231e-05
6.709375e+01	2.770510e-06	3.220339e-05
6.712500e+01	1.780986e-05	3.199178e-05
6.715625e+01	-1.565434e-06	3.173980e-05
6.718750e+01	1.435533e-05	3.140903e-05
6.721875e+01	2.217671e-05	3.109174e-05
6.725000e+01	1.810738e-05	3.079829e-05
6.728125e+01	-6.245897e-06	3.062368e-05
6.731250e+01	-2.360310e-05	3.052313e-05
6.734375e+01	-2.327068e-05	3.013178e-05
6.737500e+01	-2.197832e-05	2.980039e-05
6.740625e+01	-6.264513e-06	2.956750e-05
6.743750e+01	1.854689e-05	2.937791e-05
6.746875e+01	-1.881630e-05	2.953955e-05
6.753125e+01	-3.319677e-05	2.901438e-05
6.756250e+01	-1.038246e-05	2.867302e-05
6.759375e+01	-8.170913e-06	2.842530e-05
6.762500e+01	1.738399e-05	2.818552e-05
6.765625e+01	2.637957e-06	2.798181e-05
6.768750e+01	2.494932e-05	2.775421e-05
6.771875e+01	-1.384841e-05	2.756073e-05
6.775000e+01	1.542880e-05	2.744294e-05
6.778125e+01	-1.817285e-05	2.727220e-05
6.781250e+01	-2.738713e-06	2.699130e-05
6.784375e+01	-1.298393e-05	2.686230e-05
6.787500e+01	-2.911916e-06	2.677662e-05
6.790625e+01	7.342000e-07	2.650069e-05
6.793750e+01	9.055110e-06	2.631338e-05
6.796875e+01	-7.404405e-06	2.608927e-05
6.800000e+01	-1.439165e-05	2.598527e-05
6.803125e+01	1.049738e-05	2.591877e-05
6.806250e+01	-2.854981e-06	2.580529e-05
6.809375e+01	1.223338e-05	2.587241e-05
6.812500e+01	-2.700620e-05	2.549029e-05
6.815625e+01	1.632683e-05	2.518551e-05
6.818750e+01	1.850574e-05	2.503235e-05
6.821875e+01	-4.247195e-06	2.483135e-05
6.825000e+01	-1.028316e-05	2.466440e-05
6.828125e+01	1.523527e-06	2.450777e-05
6.831250e+01	1.325611e-05	2.449001e-05
6.834375e+01	3.559418e-06	2.447199e-05
6.837500e+01	-2.601004e-05	2.413588e-05
6.840625e+01	-9.879572e-06	2.389811e-05
6.843750e+01	-8.763057e-06	2.381529e-05
6.846875e+01	-1.065439e-05	2.380359e-05
6.853125e+01	1.464974e-05	2.363850e-05
6.856250e+01	-1.520071e-05	2.331654e-05
6.859375e+01	-6.206842e-06	2.315626e-05
6.862500e+01	-6.044739e-06	2.302233e-05
6.865625e+01	1.041436e-05	2.290891e-05
6.868750e+01	-4.655005e-06	2.274944e-05
6.871875e+01	7.271407e-06	2.266047e-05
6.875000e+01	-1.161381e-06	2.259052e-05
6.878125e+01	2.471960e-06	2.249028e-05
6.881250e+01	2.500919e-07	2.233615e-05
6.884375e+01	1.271535e-05	2.233291e-05
6.887500e+01	-3.906977e-06	2.226225e-05
6.890625e+01	-3.857871e-07	2.214100e-05
6.893750e+01	7.596415e-06	2.203395e-05
6.896875e+01	-1.873719e-05	2.198876e-05
6.900000e+01	-1.754206e-05	2.197761e-05
6.903125e+01	-1.166057e-05	2.182481e-05
6.906250e+01	2.759554e-07	2.167900e-05
6.909375e+01	3.350414e-08	2.155804e-05
6.912500e+01	1.712014e-05	2.148882e-05
6.915625e+01	1.111353e-05	2.147914e-05
6.918750e+01	-2.471918e-06	2.142119e-05
6.921875e+01	7.586323e-06	2.124809e-05
6.925000e+01	1.209324e-05	2.122246e-05
6.928125e+01	6.920182e-06	2.127569e-05
6.931250e+01	-1.233367e-05	2.118536e-05
6.934375e+01	-5.110847e-06	2.115938e-05
6.937500e+01	-1.843721e-05	2.118555e-05
6.940625e+01	5.871306e-06	2.106699e-05
6.943750e+01	1.593253e-05	2.098205e-05
6.946875e+01	8.191043e-07	2.110148e-05
6.953125e+01	-2.839402e-07	2.085639e-05
6.956250e+01	-5.121170e-06	2.072415e-05
6.959375e+01	-3.610629e-06	2.070673e-05
6.962500e+01	1.265460e-05	2.062584e-05
6.965625e+01	-2.414064e-06	2.055274e-05
6.968750e+01	9.420594e-06	2.055977e-05
6.971875e+01	-4.218200e-06	2.045716e-05
6.975000e+01	-1.007656e-05	2.033800e-05
6.978125e+01	-1.075162e-05	2.022058e-05
6.981250e+01	8.227261e-06	2.020356e-05
6.984375e+01	-1.633230e-05	2.018659e-05
6.987500e+01	-4.459517e-06	2.011148e-05
6.990625e+01	2.614444e-06	2.005885e-05
6.993750e+01	2.211914e-05	1.993814e-05
6.996875e+01	1.432418e-05	1.993670e-05
7.000000e+01	1.720386e-05	2.035002e-05
7.003125e+01	1.017220e-05	2.136717e-05
7.006250e+01	2.189649e-06	2.177275e-05
7.009375e+01	-9.439138e-06	2.174347e-05
7.012500e+01	3.242137e-06	2.258838e-05
7.015625e+01	-8.838500e-06	2.058057e-05
7.018750e+01	-1.938851e-05	1.932265e-05
7.021875e+01	7.367015e-06	1.899673e-05
7.025000e+01	4.410390e-06	1.882773e-05
7.028125e+01	-1.809547e-05	1.868531e-05
7.031250e+01	3.852745e-06	1.853886e-05
7.034375e+01	-5.684184e-06	1.845446e-05
7.037500e+01	-2.291325e-06	1.833198e-05
7.040625e+01	3.213426e-07	1.825432e-05
7.043750e+01	-4.359137e-06	1.819355e-05
7.046875e+01	9.376593e-06	1.814664e-05
7.053125e+01	1.256055e-05	1.795442e-05
7.056250e+01	8.612882e-07	1.765660e-05
7.059375e+01	-3.699807e-07	1.758358e-05
7.062500e+01	-4.699857e-06	1.747500e-05
7.065625e+01	-6.887497e-07	1.729795e-05
7.068750e+01	8.390342e-06	1.719088e-05
7.071875e+01	8.386088e-06	1.709124e-05
7.075000e+01	4.951035e-06	1.701816e-05
7.078125e+01	-5.356179e-06	1.696735e-05
7.081250e+01	-9.941005e-06	1.689764e-05
7.084375e+01	-1.001325e-05	1.679180e-05
7.087500e+01	7.001210e-06	1.678300e-05
7.090625e+01	-7.219689e-06	1.710733e-05
7.093750e+01	1.162529e-06	1.723758e-05
7.096875e+01	1.031398e-05	1.755907e-05
7.103125e+01	1.962035e-05	1.752279e-05
7.106250e+01	-4.435941e-06	1.720990e-05
7.109375e+01	1.057437e-05	1.750145e-05
7.112500e+01	6.413689e-06	1.738279e-05
7.115625e+01	-2.266190e-06	1.682174e-05
7.118750e+01	5.910665e-06	1.652209e-05
7.121875e+01	7.563446e-06	1.653862e-05
7.125000e+01	-1.668083e-06	1.669286e-05
7.128125e+01	1.451168e-05	1.662496e-05
7.131250e+01	1.348293e-06	1.630280e-05
7.134375e+01	-5.073460e-06	1.585962e-05
7.137500e+01	-5.548239e-06	1.556160e-05
7.140625e+01	-8.330769e-07	1.553145e-05
7.143750e+01	5.790928e-06	1.531085e-05
7.146875e+01	-3.556900e-06	1.530532e-05
7.153125e+01	5.153349e-06	1.501575e-05
7.156250e+01	9.662036e-06	1.481131e-05
7.159375e+01	5.123434e-06	1.473004e-05
7.162500e+01	-5.686590e-06	1.467878e-05
7.165625e+01	1.055542e-05	1.462022e-05
7.168750e+01	-4.586361e-07	1.455256e-05
7.171875e+01	6.324439e-06	1.447594e-05
7.175000e+01	6.615875e-06	1.446504e-05
7.178125e+01	-9.600338e-06	1.444840e-05
7.181250e+01	-2.277609e-07	1.444660e-05
7.184375e+01	-2.839852e-06	1.442753e-05
7.187500e+01	8.441256e-06	1.818486e-05
7.190625e+01	2.078407e-05	2.002412e-05
7.193750e+01	4.742612e-06	1.929133e-05
7.196875e+01	8.866687e-06	1.439383e-05
7.200000e+01	-6.668279e-06	1.425070e-05
7.203125e+01	6.323568e-06	1.410340e-05
7.206250e+01	-9.461524e-06	1.403997e-05
7.209375e+01	9.903313e-06	1.407303e-05
7.212500e+01	7.154773e-06	1.405235e-05
7.215625e+01	-2.808013e-06	1.397592e-05
7.218750e+01	8.303064e-07	1.393357e-05
7.221875e+01	6.309832e-06	1.386757e-05
7.225000e+01	3.138958e-07	1.383499e-05
7.228125e+01	-8.070515e-06	1.383866e-05
7.231250e+01	8.235545e-06	1.380257e-05
7.234375e+01	-4.175505e-06	1.377915e-05
7.237500e+01	-1.670417e-06	1.377010e-05
7.240625e+01	3.192383e-06	1.371606e-05
7.243750e+01	-2.516010e-06	1.364427e-05
7.246875e+01	3.349241e-06	1.374502e-05
7.253125e+01	-9.603571e-06	1.367841e-05
7.256250e+01	7.740778e-06	1.356644e-05
7.259375e+01	1.257724e-06	1.352794e-05
7.262500e+01	1.042496e-06	1.347472e-05
7.265625e+01	-5.514760e-06	1.339744e-05
7.268750e+01	-9.326487e-06	1.337760e-05
7.271875e+01	-4.170477e-06	1.332571e-05
7.275000e+01	2.252745e-06	1.333092e-05
7.278125e+01	4.444632e-06	1.327248e-05
7.281250e+01	1.909821e-07	1.324253e-05
7.284375e+01	5.876352e-06	1.317522e-05
7.287500e+01	-2.602640e-06	1.312819e-05
7.290625e+01	-9.737029e-06	1.314271e-05
7.293750e+01	7.932619e-06	1.312017e-05
7.296875e+01	2.184928e-06	1.304183e-05
7.300000e+01	-3.111175e-06	1.295529e-05
7.303125e+01	5.202597e-06	1.291989e-05
7.306250e+01	4.396745e-06	1.287723e-05
7.309375e+01	2.551786e-07	1.284395e-05
7.312500e+01	3.116990e-07	1.281083e-05
7.315625e+01	3.248120e-06	1.272011e-05
7.318750e+01	-8.276922e-06	1.265069e-05
7.321875e+01	1.220693e-06	1.264918e-05
7.325000e+01	-5.149223e-06	1.265455e-05
7.328125e+01	8.308725e-06	1.262148e-05
7.331250e+01	6.854454e-06	1.259967e-05
7.334375e+01	3.717960e-06	1.256342e-05
7.337500e+01	-5.205519e-06	1.255914e-05
7.340625e+01	-5.155381e-06	1.253680e-05
7.343750e+01	-1.032777e-05	1.253320e-05
7.346875e+01	6.296553e-06	1.263096e-05
7.353125e+01	-1.075465e-05	1.261540e-05
7.356250e+01	-6.498364e-06	1.256286e-05
7.359375e+01	5.894332e-06	1.259081e-05
7.362500e+01	-1.228677e-06	1.256758e-05
7.365625e+01	-8.263719e-06	1.257598e-05
7.368750e+01	-6.155448e-06	1.254870e-05
7.371875e+01	-5.352863e-06	1.256762e-05
7.375000e+01	-1.184323e-06	1.258135e-05
7.378125e+01	-9.821089e-06	1.259974e-05
7.381250e+01	2.364559e-06	1.265510e-05
7.384375e+01	-8.980183e-06	1.298155e-05
7.387500e+01	-5.617133e-06	4.257551e-05
7.390625e+01	-1.527604e-05	6.231261e-05
7.393750e+01	-5.509825e-07	2.563525e-05
7.396875e+01	-8.816534e-06	1.275908e-05
7.400000e+01	-7.449592e-06	1.277910e-05
7.403125e+01	1.107565e-05	1.279627e-05
7.406250e+01	1.327058e-05	1.282934e-05
7.409375e+01	2.666073e-06	1.287799e-05
7.412500e+01	4.091996e-06	1.288846e-05
7.415625e+01	-3.472745e-06	1.293614e-05
7.418750e+01	4.520329e-06	1.296854e-05
7.421875e+01	-4.933443e-06	1.298808e-05
7.425000e+01	-5.306843e-07	1.303709e-05
7.428125e+01	5.388161e-06	1.304649e-05
7.431250e+01	-1.483093e-06	1.304069e-05
7.434375e+01	9.474851e-06	1.303548e-05
7.437500e+01	7.661251e-06	1.306578e-05
7.440625e+01	-1.011024e-05	1.313247e-05
7.443750e+01	-2.687580e-06	1.312092e-05
7.446875e+01	-2.335427e-06	1.332624e-05
7.453125e+01	-3.614761e-06	1.348083e-05
7.456250e+01	4.687275e-06	1.316058e-05
7.459375e+01	-5.712114e-06	1.320080e-05
7.462500e+01	-7.902877e-06	1.316456e-05
7.465625e+01	1.239816e-05	1.317660e-05
7.468750e+01	-4.716715e-06	1.315677e-05
7.471875e+01	5.962086e-06	1.311596e-05
7.475000e+01	-8.197040e-06	1.313405e-05
7.478125e+01	-6.476266e-07	1.313405e-05
7.481250e+01	-4.814716e-06	1.308627e-05
7.484375e+01	7.734512e-08	1.303566e-05
7.487500e+01	3.338090e-06	1.300905e-05
7.490625e+01	1.259963e-06	1.304782e-05
7.493750e+01	-6.822402e-06	1.300875e-05
7.496875e+01	-1.823157e-06	1.297337e-05
7.500000e+01	1.397438e-06	1.300146e-05
7.503125e+01	2.929446e-06	1.291399e-05
7.506250e+01	-8.670148e-06	1.282670e-05
7.509375e+01	3.622287e-07	1.277050e-05
7.512500e+01	1.155858e-05	1.271666e-05
7.515625e+01	-1.846670e-06	1.265684e-05
7.518750e+01	6.311910e-06	1.263115e-05
7.521875e+01	1.108708e-05	1.254884e-05
7.525000e+01	-1.403927e-06	1.248890e-05
7.528125e+01	-1.232526e-05	1.244053e-05
7.531250e+01	2.480232e-06	1.235611e-05
7.534375e+01	3.786522e-06	1.233342e-05
7.537500e+01	-6.129286e-06	1.228168e-05
7.540625e+01	4.368080e-06	1.223485e-05
7.543750e+01	5.727384e-06	1.215410e-05
7.546875e+01	4.264995e-06	1.213009e-05
7.553125e+01	2.527731e-07	1.204695e-05
7.556250e+01	5.432969e-06	1.187978e-05
7.559375e+01	8.307116e-06	1.187247e-05
7.562500e+01	1.218446e-05	1.178865e-05
7.565625e+01	6.985833e-06	1.169703e-05
7.568750e+01	-2.422511e-06	1.167999e-05
7.571875e+01	-5.076448e-06	1.164249e-05
7.575000e+01	5.876041e-06	1.156417e-05
7.578125e+01	9.679433e-06	1.149334e-05
7.581250e+01	-4.228530e-07	1.138633e-05
7.584375e+01	-4.457218e-06	1.129408e-05
7.587500e+01	8.486510e-06	1.127405e-05
7.590625e+01	4.989790e-06	1.117891e-05
7.593750e+01	-9.568394e-07	1.114012e-05
7.596875e+01	9.330262e-07	1.113140e-05
7.600000e+01	-3.953812e-06	1.107662e-05
7.603125e+01	-1.062801e-06	1.097720e-05
7.606250e+01	5.778162e-06	1.090217e-05
7.609375e+01	-3.561123e-06	1.086528e-05
7.612500e+01	5.628467e-06	1.081321e-05
7.615625e+01	1.058165e-05	1.076534e-05
7.618750e+01	9.091048e-06	1.070309e-05
7.621875e+01	-1.477506e-06	1.067572e-05
7.625000e+01	-2.554677e-06	1.063294e-05
7.628125e+01	-1.395677e-06	1.056941e-05
7.631250e+01	-1.034700e-06	1.055267e-05
7.634375e+01	-5.874283e-06	1.052381e-05
7.637500e+01	-5.380963e-06	1.045225e-05
7.640625e+01	-9.869911e-06	1.045686e-05
7.643750e+01	2.346429e-07	1.046878e-05
7.646875e+01	-5.630031e-08	1.048257e-05
7.653125e+01	-1.537629e-07	1.046289e-05
7.656250e+01	3.389699e-06	1.037573e-05
7.659375e+01	-5.722188e-06	1.036247e-05
7.662500e+01	8.356182e-06	1.077306e-05
7.665625e+01	3.387274e-06	1.094831e-05
